"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.6934210503487e-36,0.48944887261666,0.991,0.99,3.86099999479503e-34,"5","CD271"
9.29851972676823e-27,1.43012017102504,0.971,0.969,2.12006249770316e-24,"5","CD158b"
3.62556565413742e-26,0.251991730566397,1,1,8.26628969143332e-24,"5","CD99"
6.25084744009196e-24,0.541827313457102,0.931,0.913,1.42519321634097e-21,"5","CD307c/FcRL3"
1.21829676715452e-20,0.566945982865334,0.857,0.827,2.77771662911231e-18,"5","TIGIT"
2.57900802389452e-16,0.341702699782826,0.99,0.961,5.88013829447951e-14,"5","TIM-4"
1.75626458519613e-11,0.680996082109938,0.999,0.999,4.00428325424718e-09,"5","CD158e1"
1.90427818920945e-137,1.23368715994822,1,0.996,4.34175427139756e-135,"6","CD49b"
3.39565144443834e-122,0.523647282160216,1,1,7.74208529331941e-120,"6","CD62P"
2.60734341652548e-121,0.7450981788524,1,1,5.9447429896781e-119,"6","CD41"
3.02173239469104e-117,0.954942310930458,1,0.996,6.88954985989558e-115,"6","CD42b"
5.0311510503144e-117,0.781186653110832,1,0.998,1.14710243947168e-114,"6","CD29"
2.26928809769503e-116,0.991750192512708,1,0.999,5.17397686274467e-114,"6","CD9"
9.86541394432104e-115,1.64902959457256,1,0.704,2.2493143793052e-112,"6","CD36"
8.35204024679854e-114,0.529963858319707,1,1,1.90426517627007e-111,"6","CLEC2"
4.35271290160916e-110,1.25582389687716,1,0.989,9.92418541566889e-108,"6","CD64"
7.78777061619476e-110,0.753764024303275,1,1,1.77561170049241e-107,"6","CD63"
4.08986442877294e-108,0.53636704670176,1,1,9.3248908976023e-106,"6","CD31"
1.11331230726646e-106,0.679101829245525,1,1,2.53835206056753e-104,"6","CD35"
6.5183878453715e-105,0.72930978655645,1,0.999,1.4861924287447e-102,"6","CD55"
1.29626121619434e-102,0.971501922723045,1,0.993,2.95547557292309e-100,"6","CD13"
2.50884766783097e-102,0.434063436177905,1,1,5.72017268265461e-100,"6","CD93"
1.02466614039454e-101,1.28694685256703,1,0.985,2.33623880009956e-99,"6","CLEC12A"
3.3200700220374e-99,1.03211403224879,1,0.999,7.56975965024528e-97,"6","CD11b-2"
4.22174728399503e-97,0.763720988214452,1,0.998,9.62558380750866e-95,"6","CD61"
