"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.79527706210683e-33,1.13286628960091,0.783,0.407,1.21010293921998e-28,"0","NCOA4"
6.87808134544429e-33,1.7458476378609,0.544,0.187,1.22484872599672e-28,"0","ENTPD1"
7.80325716155318e-33,1.06856948325457,0.791,0.472,1.38960403532939e-28,"0","IRF2BP2"
8.46273001968775e-33,2.68532804398192,0.411,0.09,1.50704296190599e-28,"0","QPCT"
1.44617671667155e-32,1.85663635227767,0.524,0.167,2.5753514970487e-28,"0","RGS18"
1.62223382185539e-32,1.86536305610694,0.597,0.192,2.88887398996008e-28,"0","DUSP6"
1.90104774498986e-32,1.03507983042174,0.829,0.39,3.38538582427794e-28,"0","PTPRE"
3.12070457040864e-32,1.26140049488207,0.702,0.335,5.5573506989837e-28,"0","DPYD"
4.67524777586864e-32,1.47903657195874,0.618,0.226,8.32568123926687e-28,"0","SLC43A2"
4.92328185835781e-32,1.08028539427373,0.833,0.456,8.76738033336359e-28,"0","QKI"
6.53784276153985e-32,1.34744884855163,0.62,0.281,1.16425903897502e-27,"0","GNAQ"
8.80821796854801e-32,1.96841213927911,0.489,0.154,1.56856745583903e-27,"0","KCNE3"
9.56266912475687e-32,0.962143196642148,0.656,0.245,1.7029201177367e-27,"0","MS4A7"
1.09983385007301e-31,1.14428453050383,0.888,0.648,1.95858412021001e-27,"0","BTG2"
1.17130636336065e-31,1.44870979286755,0.56,0.202,2.08586237187265e-27,"0","LILRA5"
1.72681814643379e-31,1.97655070243692,0.446,0.15,3.07511775516929e-27,"0","SIRPB1"
2.60301519826137e-31,1.08230921176069,0.71,0.314,4.63544946506385e-27,"0","HLA-DMB"
4.34700512908184e-31,2.19701391714682,0.46,0.128,7.74114673386893e-27,"0","CEBPA"
5.89172172435936e-31,1.6999430214664,0.556,0.168,1.04919780467391e-26,"0","CLEC4E"
1.34847748441341e-30,1.16830417693143,0.796,0.409,2.4013687042434e-26,"0","CASP1"
1.65521069860501e-30,2.03592956049544,0.482,0.151,2.9475992120758e-26,"0","FES"
1.71070537855919e-30,1.75445541107554,0.544,0.189,3.0464241381382e-26,"0","LILRA2"
4.71910813396757e-30,1.02164134795127,0.822,0.49,8.40378776496946e-26,"0","RHOG"
5.72202335315457e-30,1.52300424434425,0.651,0.258,1.01897791872977e-25,"0","ITGAM"
7.8700081479374e-30,1.71366579988912,0.522,0.198,1.40149105098469e-25,"0","KIAA0930"
9.49736505413279e-30,0.636465212552607,0.8,0.46,1.69129076883997e-25,"0","NFKBIZ"
1.11477353826424e-29,1.07591726989452,0.723,0.361,1.98518871694096e-25,"0","TNFSF10"
1.16112697091018e-29,1.31638074241641,0.672,0.303,2.06773490979685e-25,"0","LGALS9"
2.6935727282579e-29,1.27087071574878,0.777,0.492,4.79671431448167e-25,"0","TUBA1A"
3.0275345911365e-29,1.18163826327989,0.804,0.49,5.39143359989588e-25,"0","METTL9"
5.51359319464134e-29,1.07876167451897,0.642,0.236,9.81860676101731e-25,"0","PLAUR"
5.56951392332475e-29,0.731964376908123,0.875,0.543,9.91819039465672e-25,"0","HLA-DPA1"
5.78522861619076e-29,1.11684089228992,0.643,0.349,1.03023351197125e-24,"0","GPCPD1"
6.34499908814437e-29,1.13260866517076,0.627,0.309,1.12991743761675e-24,"0","RHOQ"
1.371212787685e-28,1.03292151807644,0.74,0.4,2.44185573230945e-24,"0","MIDN"
1.52858275838367e-28,1.53246224178972,0.587,0.198,2.72210017612964e-24,"0","TLR2"
1.85158103526368e-28,1.29242713415004,0.697,0.421,3.29729550759756e-24,"0","SLC2A3"
1.89455416398048e-28,1.75900875256989,0.525,0.177,3.37382205521644e-24,"0","CDKN1A"
1.96108439333319e-28,1.75191082236718,0.487,0.172,3.49229908764775e-24,"0","CKAP4"
2.01210662416151e-28,1.4193138278684,0.559,0.234,3.58315947630682e-24,"0","GNS"
2.52238531164609e-28,1.0001798508169,0.915,0.597,4.49186376297936e-24,"0","SERPINB1"
2.68844785367254e-28,1.55920171910286,0.484,0.166,4.78758793782005e-24,"0","HMOX1"
2.99012471728069e-28,1.64779190522769,0.469,0.184,5.32481409653345e-24,"0","HSPA1A"
4.88281931033893e-28,0.927216194005276,0.938,0.543,8.69532462785157e-24,"0","MYO1F"
5.6858470677216e-28,1.82585620535422,0.453,0.161,1.01253564581986e-23,"0","GAA"
7.41047864844638e-28,1.75119913969793,0.471,0.153,1.31965803771533e-23,"0","P2RY13"
1.20168972062543e-27,1.40217267452917,0.55,0.239,2.13996905448976e-23,"0","LACTB"
1.73247093306965e-27,2.05278030341546,0.466,0.143,3.08518423761043e-23,"0","ZNF467"
1.89340098921282e-27,1.74699617246523,0.481,0.164,3.37176848159018e-23,"0","IL13RA1"
2.26426959535198e-27,1.10659560494994,0.782,0.431,4.03221129540281e-23,"0","PLEKHO1"
2.8706557141806e-27,1.80141491305524,0.413,0.14,5.11206369581281e-23,"0","CSF2RA"
3.21432418773354e-27,2.07507057988495,0.417,0.126,5.72406851351589e-23,"0","MGST2"
3.23407398927642e-27,2.02453236820324,0.505,0.187,5.75923896010345e-23,"0","RHOB"
3.30152616928919e-27,0.907861133545219,0.84,0.402,5.8793578022702e-23,"0","LYN"
3.68478509382468e-27,1.60103531312889,0.471,0.177,6.561865295083e-23,"0","SLC8A1"
4.55579259513917e-27,1.11740741505568,0.671,0.354,8.11295545342384e-23,"0","TRIM8"
4.55999043129462e-27,1.46565284389226,0.582,0.243,8.12043096004945e-23,"0","BLVRA"
7.35654412367593e-27,2.1372449544627,0.377,0.111,1.31005337754421e-22,"0","FCGR1A"
7.38045081731221e-27,1.18863265239731,0.705,0.351,1.31431068154696e-22,"0","HSBP1"
